ID	Instrument	Prize	Px_fill	Site	Volume init	Volume fill	Date	Status	Note	Tag
0x376	USDCAD 	0.78	0.874	Buy	146000	0	2021-02-02 01:21:05.765	 Cansel	 Goodbye diamond silver Goodbye	 tag4 tag3 tag4 tag7
0x376	USDCAD 	0.78	0.874	Buy	146000	0	2021-02-02 02:44:38.437	Done	 Goodbye diamond silver Goodbye	 tag4 tag3 tag4 tag7
0xfea	USDCAD 	0.78	0.873	 Sell	670000	0	2021-02-02 00:15:29.357	New	 Goodbye diamond silver Goodbye	 tag8 tag2 tag4 tag4
0xfea	USDCAD 	0.78	0.873	 Sell	670000	0	2021-02-02 00:37:33.753	In_process	 Goodbye diamond silver Goodbye	 tag8 tag2 tag4 tag4
0xfea	USDCAD 	0.78	0.873	 Sell	670000	670000	2021-02-02 01:20:05.121	Fill	 Goodbye diamond silver Goodbye	 tag8 tag2 tag4 tag4
0xfea	USDCAD 	0.78	0.873	 Sell	670000	670000	2021-02-02 02:42:05.388	Done	 Goodbye diamond silver Goodbye	 tag8 tag2 tag4 tag4
0x70a	USDCAD 	0.78	0.873	Buy	297000	0	2021-02-02 00:15:23.857	New	 Goodbye diamond silver Goodbye	 tag2 tag2 tag1
0x70a	USDCAD 	0.78	0.873	Buy	297000	0	2021-02-02 00:37:13.588	In_process	 Goodbye diamond silver Goodbye	 tag2 tag2 tag1
0x70a	USDCAD 	0.78	0.873	Buy	297000	297000	2021-02-02 01:19:11.034	Fill	 Goodbye diamond silver Goodbye	 tag2 tag2 tag1
0x70a	USDCAD 	0.78	0.873	Buy	297000	297000	2021-02-02 02:39:52.481	Done	 Goodbye diamond silver Goodbye	 tag2 tag2 tag1
0xf82	GBRJPY 	143.61	144.4	 Sell	653000	0	2021-02-02 00:13:02.262	New	Bercut Oil OreWheat 	 tag1 tag9 tag7
0xf82	GBRJPY 	143.61	144.4	 Sell	653000	0	2021-02-02 00:29:41.142	In_process	Bercut Oil OreWheat 	 tag1 tag9 tag7
0xf82	GBRJPY 	143.61	144.4	 Sell	653000	427000	2021-02-02 00:59:20.421	 PartialFill	Bercut Oil OreWheat 	 tag1 tag9 tag7
0xf82	GBRJPY 	143.61	144.4	 Sell	653000	427000	2021-02-02 01:52:08.329	Done	Bercut Oil OreWheat 	 tag1 tag9 tag7
0xb70	EURUSD 	1.2	1.174	 Sell	482000	0	2021-02-02 00:04:12.615	New	 diamond silverWheat  Goodbye	 tag1 tag8 tag2 tag5
0xb70	EURUSD 	1.2	1.174	 Sell	482000	0	2021-02-02 00:07:19.533	In_process	 diamond silverWheat  Goodbye	 tag1 tag8 tag2 tag5
0xb70	EURUSD 	1.2	1.174	 Sell	482000	482000	2021-02-02 00:11:13.101	Fill	 diamond silverWheat  Goodbye	 tag1 tag8 tag2 tag5
0xb70	EURUSD 	1.2	1.174	 Sell	482000	482000	2021-02-02 00:16:06.238	Done	 diamond silverWheat  Goodbye	 tag1 tag8 tag2 tag5
0x722	EURJPY 	126.39	127.03	 Sell	301000	0	2021-02-02 00:10:38.633	New	Wheat  Oil diamond silver	 tag7 tag1 tag6 tag6
0x722	EURJPY 	126.39	127.03	 Sell	301000	0	2021-02-02 00:22:42.051	In_process	Wheat  Oil diamond silver	 tag7 tag1 tag6 tag6
0x722	EURJPY 	126.39	127.03	 Sell	301000	301000	2021-02-02 00:42:27.171	Fill	Wheat  Oil diamond silver	 tag7 tag1 tag6 tag6
0x722	EURJPY 	126.39	127.03	 Sell	301000	301000	2021-02-02 01:14:47.091	Done	Wheat  Oil diamond silver	 tag7 tag1 tag6 tag6
0x1b7	USDPLN 	3.7	3.695	Buy	73000	0	2021-02-02 00:00:44.315	New	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x1b7	USDPLN 	3.7	3.695	Buy	73000	0	2021-02-02 00:01:07.495	In_process	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x1b7	USDPLN 	3.7	3.695	Buy	73000	0	2021-02-02 00:01:31.857	 Cansel	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x1b7	USDPLN 	3.7	3.695	Buy	73000	0	2021-02-02 00:01:56.249	Done	 silverWheat  Goodbye Oil	 tag3 tag6 tag5
0x14ac	USDCAD 	0.78	0.873	Buy	871000	0	2021-02-02 00:15:29.580	New	 Goodbye diamond silver Goodbye	 tag8 tag2 tag6 tag1
0x14ac	USDCAD 	0.78	0.873	Buy	871000	0	2021-02-02 00:37:33.651	In_process	 Goodbye diamond silver Goodbye	 tag8 tag2 tag6 tag1
0x14ac	USDCAD 	0.78	0.873	Buy	871000	0	2021-02-02 01:20:07.859	 Cansel	 Goodbye diamond silver Goodbye	 tag8 tag2 tag6 tag1
0x14ac	USDCAD 	0.78	0.873	Buy	871000	0	2021-02-02 02:42:12.261	Done	 Goodbye diamond silver Goodbye	 tag8 tag2 tag6 tag1
0xd07	GBRJPY 	143.61	144.42	Buy	549000	0	2021-02-02 00:13:23.428	New	 Butter Oil OreBercut	 tag2 tag6 tag8
0xd07	GBRJPY 	143.61	144.42	Buy	549000	0	2021-02-02 00:30:47.818	In_process	 Butter Oil OreBercut	 tag2 tag6 tag8
0xd07	GBRJPY 	143.61	144.42	Buy	549000	301000	2021-02-02 01:02:09.458	 PartialFill	 Butter Oil OreBercut	 tag2 tag6 tag8
0xd07	GBRJPY 	143.61	144.42	Buy	549000	301000	2021-02-02 01:58:41.410	Done	 Butter Oil OreBercut	 tag2 tag6 tag8
0x98b	AUDUSD 	0.76	0.844	 Sell	402000	0	2021-02-02 00:13:53.405	New	 Butter Oil OreBercut	 tag2 tag9 tag8 tag6
0x98b	AUDUSD 	0.76	0.844	 Sell	402000	0	2021-02-02 00:32:20.189	In_process	 Butter Oil OreBercut	 tag2 tag9 tag8 tag6
0x98b	AUDUSD 	0.76	0.844	 Sell	402000	402000	2021-02-02 01:06:09.178	Fill	 Butter Oil OreBercut	 tag2 tag9 tag8 tag6
0x98b	AUDUSD 	0.76	0.844	 Sell	402000	402000	2021-02-02 02:08:07.599	Done	 Butter Oil OreBercut	 tag2 tag9 tag8 tag6
0x13e3	EURCHF 	1.08	1.137	 Sell	838000	0	2021-02-02 00:09:22.500	New	 Soil  Oil diamond Ore	 tag1 tag5 tag2 tag8
0x13e3	EURCHF 	1.08	1.137	 Sell	838000	0	2021-02-02 00:19:16.638	In_process	 Soil  Oil diamond Ore	 tag1 tag5 tag2 tag8
0x13e3	EURCHF 	1.08	1.137	 Sell	838000	702000	2021-02-02 00:34:43.445	 PartialFill	 Soil  Oil diamond Ore	 tag1 tag5 tag2 tag8
0x13e3	EURCHF 	1.08	1.137	 Sell	838000	702000	2021-02-02 00:58:49.331	Done	 Soil  Oil diamond Ore	 tag1 tag5 tag2 tag8
0xfe	EURUSD 	1.2	1.181	Buy	42000	0	2021-02-02 00:03:09.257	New	 Oil Ore silverWheat 	 tag8 tag6 tag8 tag9
0xfe	EURUSD 	1.2	1.181	Buy	42000	0	2021-02-02 00:05:17.217	In_process	 Oil Ore silverWheat 	 tag8 tag6 tag8 tag9
0xfe	EURUSD 	1.2	1.181	Buy	42000	0	2021-02-02 00:07:49.678	 Cansel	 Oil Ore silverWheat 	 tag8 tag6 tag8 tag9
0xfe	EURUSD 	1.2	1.181	Buy	42000	0	2021-02-02 00:10:50.265	Done	 Oil Ore silverWheat 	 tag8 tag6 tag8 tag9
0xf43	USDCHF 	0.9	0.856	Buy	643000	0	2021-02-02 00:07:14.174	New	 silver Butter Oil diamond	 tag3 tag6 tag4 tag2
0xf43	USDCHF 	0.9	0.856	Buy	643000	0	2021-02-02 00:13:57.268	In_process	 silver Butter Oil diamond	 tag3 tag6 tag4 tag2
0xf43	USDCHF 	0.9	0.856	Buy	643000	413000	2021-02-02 00:23:35.494	 PartialFill	 silver Butter Oil diamond	 tag3 tag6 tag4 tag2
0xf43	USDCHF 	0.9	0.856	Buy	643000	413000	2021-02-02 00:37:23.391	Done	 silver Butter Oil diamond	 tag3 tag6 tag4 tag2
0x915	GBPUSD 	1.37	1.337	 Sell	383000	0	2021-02-02 00:05:28.226	New	 Ore Soil  Goodbye Oil	 tag7 tag6 tag3 tag7
0x915	GBPUSD 	1.37	1.337	 Sell	383000	0	2021-02-02 00:09:57.164	In_process	 Ore Soil  Goodbye Oil	 tag7 tag6 tag3 tag7
0x915	GBPUSD 	1.37	1.337	 Sell	383000	383000	2021-02-02 00:15:54.043	Fill	 Ore Soil  Goodbye Oil	 tag7 tag6 tag3 tag7
0x915	GBPUSD 	1.37	1.337	 Sell	383000	383000	2021-02-02 00:23:48.841	Done	 Ore Soil  Goodbye Oil	 tag7 tag6 tag3 tag7
0x127d	USDCHF 	0.9	0.862	Buy	779000	0	2021-02-02 00:06:21.519	New	 OreBercut Oil Oil	 tag3 tag3 tag8
0x127d	USDCHF 	0.9	0.862	Buy	779000	0	2021-02-02 00:11:54.153	In_process	 OreBercut Oil Oil	 tag3 tag3 tag8
0x127d	USDCHF 	0.9	0.862	Buy	779000	779000	2021-02-02 00:19:34.155	Fill	 OreBercut Oil Oil	 tag3 tag3 tag8
0x127d	USDCHF 	0.9	0.862	Buy	779000	779000	2021-02-02 00:30:09.837	Done	 OreBercut Oil Oil	 tag3 tag3 tag8
0x12df	USDPLN 	3.7	3.698	 Sell	795000	0	2021-02-02 00:00:21.951	New	 diamond Ore silver Soil 	
0x12df	USDPLN 	3.7	3.698	 Sell	795000	0	2021-02-02 00:00:31.617	In_process	 diamond Ore silver Soil 	
0x12df	USDPLN 	3.7	3.698	 Sell	795000	632000	2021-02-02 00:00:41.523	 PartialFill	 diamond Ore silver Soil 	
0x12df	USDPLN 	3.7	3.698	 Sell	795000	632000	2021-02-02 00:00:51.669	Done	 diamond Ore silver Soil 	
0xbfd	GBRJPY 	143.61	144.37	Buy	505000	0	2021-02-02 00:12:38.695	New	Bercut Oil OreWheat 	 tag7 tag8 tag9 tag6
0xbfd	GBRJPY 	143.61	144.37	Buy	505000	0	2021-02-02 00:28:29.636	In_process	Bercut Oil OreWheat 	 tag7 tag8 tag9 tag6
0xbfd	GBRJPY 	143.61	144.37	Buy	505000	505000	2021-02-02 00:56:20.237	Fill	Bercut Oil OreWheat 	 tag7 tag8 tag9 tag6
0xbfd	GBRJPY 	143.61	144.37	Buy	505000	505000	2021-02-02 01:45:17.709	Done	Bercut Oil OreWheat 	 tag7 tag8 tag9 tag6
0x120e	EURJPY 	126.39	126.39	Buy	761000	0	2021-02-02 00:11:36.202	New	Wheat  Oil diamond Soil 	 tag5 tag4 tag9
0x120e	EURJPY 	126.39	126.39	Buy	761000	0	2021-02-02 00:25:25.589	In_process	Wheat  Oil diamond Soil 	 tag5 tag4 tag9
0x120e	EURJPY 	126.39	126.39	Buy	761000	579000	2021-02-02 00:48:50.631	 PartialFill	Wheat  Oil diamond Soil 	 tag5 tag4 tag9
0x120e	EURJPY 	126.39	126.39	Buy	761000	579000	2021-02-02 01:28:31.019	Done	Wheat  Oil diamond Soil 	 tag5 tag4 tag9
0x145f	USDCHF 	0.9	0.861	 Sell	858000	0	2021-02-02 00:06:21.601	New	 OreBercut Oil Oil	 tag4 tag5 tag1
0x145f	USDCHF 	0.9	0.861	 Sell	858000	0	2021-02-02 00:11:55.116	In_process	 OreBercut Oil Oil	 tag4 tag5 tag1
0x145f	USDCHF 	0.9	0.861	 Sell	858000	858000	2021-02-02 00:19:36.002	Fill	 OreBercut Oil Oil	 tag4 tag5 tag1
0x145f	USDCHF 	0.9	0.861	 Sell	858000	858000	2021-02-02 00:30:12.455	Done	 OreBercut Oil Oil	 tag4 tag5 tag1
0x4e0	EURUSD 	1.2	1.175	 Sell	206000	0	2021-02-02 00:04:02.423	New	 diamond silverWheat  Goodbye	 tag1 tag8 tag8 tag1
0x4e0	EURUSD 	1.2	1.175	 Sell	206000	0	2021-02-02 00:06:59.478	In_process	 diamond silverWheat  Goodbye	 tag1 tag8 tag8 tag1
0x4e0	EURUSD 	1.2	1.175	 Sell	206000	43000	2021-02-02 00:10:39.515	 PartialFill	 diamond silverWheat  Goodbye	 tag1 tag8 tag8 tag1
0x4e0	EURUSD 	1.2	1.175	 Sell	206000	43000	2021-02-02 00:15:12.524	Done	 diamond silverWheat  Goodbye	 tag1 tag8 tag8 tag1
0x176c	USDJPY 	105.02	104.56	 Sell	987000	0	2021-02-02 00:07:38.539	New	 silver Butter Oil diamond	 tag7 tag4 tag7
0x176c	USDJPY 	105.02	104.56	 Sell	987000	0	2021-02-02 00:14:55.399	In_process	 silver Butter Oil diamond	 tag7 tag4 tag7
0x176c	USDJPY 	105.02	104.56	 Sell	987000	974000	2021-02-02 00:25:31.532	 PartialFill	 silver Butter Oil diamond	 tag7 tag4 tag7
0x176c	USDJPY 	105.02	104.56	 Sell	987000	974000	2021-02-02 00:40:58.673	Done	 silver Butter Oil diamond	 tag7 tag4 tag7
0x13c3	EURCHF 	1.08	1.138	 Sell	832000	0	2021-02-02 00:09:37.403	New	 Soil  Oil diamond Ore	 tag6 tag4 tag8 tag3
0x13c3	EURCHF 	1.08	1.138	 Sell	832000	0	2021-02-02 00:19:55.697	In_process	 Soil  Oil diamond Ore	 tag6 tag4 tag8 tag3
0x13c3	EURCHF 	1.08	1.138	 Sell	832000	0	2021-02-02 00:36:09.870	 Cansel	 Soil  Oil diamond Ore	 tag6 tag4 tag8 tag3
0x13c3	EURCHF 	1.08	1.138	 Sell	832000	0	2021-02-02 01:01:44.826	Done	 Soil  Oil diamond Ore	 tag6 tag4 tag8 tag3
0xb79	EURCHF 	1.08	1.08	 Sell	483000	0	2021-02-02 00:09:57.573	New	 Soil  Oil diamond Ore	 tag6 tag8 tag9 tag1
0xb79	EURCHF 	1.08	1.08	 Sell	483000	0	2021-02-02 00:20:49.248	In_process	 Soil  Oil diamond Ore	 tag6 tag8 tag9 tag1
0xb79	EURCHF 	1.08	1.08	 Sell	483000	234000	2021-02-02 00:38:10.529	 PartialFill	 Soil  Oil diamond Ore	 tag6 tag8 tag9 tag1
0xb79	EURCHF 	1.08	1.08	 Sell	483000	234000	2021-02-02 01:05:52.156	Done	 Soil  Oil diamond Ore	 tag6 tag8 tag9 tag1
0xadc	USDJPY 	105.02	105.56	 Sell	458000	0	2021-02-02 00:08:54.552	New	 Soil  Oil Oil Ore	 tag3 tag2 tag4 tag4
0xadc	USDJPY 	105.02	105.56	 Sell	458000	0	2021-02-02 00:18:03.934	In_process	 Soil  Oil Oil Ore	 tag3 tag2 tag4 tag4
0xadc	USDJPY 	105.02	105.56	 Sell	458000	210000	2021-02-02 00:32:05.559	 PartialFill	 Soil  Oil Oil Ore	 tag3 tag2 tag4 tag4
0xadc	USDJPY 	105.02	105.56	 Sell	458000	210000	2021-02-02 00:53:35.849	Done	 Soil  Oil Oil Ore	 tag3 tag2 tag4 tag4
0x110b	EURPLN 	4.5	4.484	 Sell	718000	0	2021-02-02 00:02:41.100	New	 Oil diamond Ore Soil 	 tag5 tag7 tag8
0x110b	EURPLN 	4.5	4.484	 Sell	718000	0	2021-02-02 00:04:26.638	In_process	 Oil diamond Ore Soil 	 tag5 tag7 tag8
0x110b	EURPLN 	4.5	4.484	 Sell	718000	0	2021-02-02 00:06:28.821	 Cansel	 Oil diamond Ore Soil 	 tag5 tag7 tag8
0x110b	EURPLN 	4.5	4.484	 Sell	718000	0	2021-02-02 00:08:49.282	Done	 Oil diamond Ore Soil 	 tag5 tag7 tag8
0x80d	USDPLN 	3.7	3.697	 Sell	339000	0	2021-02-02 00:00:23.929	New	 diamond Ore silver Soil 	 tag2 tag3 tag4 tag5
0x80d	USDPLN 	3.7	3.697	 Sell	339000	0	2021-02-02 00:00:34.080	In_process	 diamond Ore silver Soil 	 tag2 tag3 tag4 tag5
0x80d	USDPLN 	3.7	3.697	 Sell	339000	339000	2021-02-02 00:00:45.120	Fill	 diamond Ore silver Soil 	 tag2 tag3 tag4 tag5
0x80d	USDPLN 	3.7	3.697	 Sell	339000	339000	2021-02-02 00:00:56.055	Done	 diamond Ore silver Soil 	 tag2 tag3 tag4 tag5
0x419	USDCHF 	0.9	0.857	Buy	173000	0	2021-02-02 00:07:10.273	New	 silver Butter Oil diamond	 tag9 tag7 tag5 tag7
0x419	USDCHF 	0.9	0.857	Buy	173000	0	2021-02-02 00:13:48.225	In_process	 silver Butter Oil diamond	 tag9 tag7 tag5 tag7
0x419	USDCHF 	0.9	0.857	Buy	173000	30000	2021-02-02 00:23:16.384	 PartialFill	 silver Butter Oil diamond	 tag9 tag7 tag5 tag7
0x419	USDCHF 	0.9	0.857	Buy	173000	30000	2021-02-02 00:36:48.864	Done	 silver Butter Oil diamond	 tag9 tag7 tag5 tag7
0xc37	USDPLN 	3.7	3.694	Buy	515000	0	2021-02-02 00:00:52.318	New	 Soil Bercut Oil Oil	 tag1 tag8 tag7 tag7
0xc37	USDPLN 	3.7	3.694	Buy	515000	0	2021-02-02 00:01:19.514	In_process	 Soil Bercut Oil Oil	 tag1 tag8 tag7 tag7
0xc37	USDPLN 	3.7	3.694	Buy	515000	265000	2021-02-02 00:01:48.642	 PartialFill	 Soil Bercut Oil Oil	 tag1 tag8 tag7 tag7
0xc37	USDPLN 	3.7	3.694	Buy	515000	265000	2021-02-02 00:02:18.269	Done	 Soil Bercut Oil Oil	 tag1 tag8 tag7 tag7
0x1257	EURJPY 	126.39	127.12	 Sell	773000	0	2021-02-02 00:12:01.429	New	Bercut Oil Ore Soil 	 tag7 tag6 tag2
0x1257	EURJPY 	126.39	127.12	 Sell	773000	0	2021-02-02 00:26:38.753	In_process	Bercut Oil Ore Soil 	 tag7 tag6 tag2
0x1257	EURJPY 	126.39	127.12	 Sell	773000	773000	2021-02-02 00:51:47.054	Fill	Bercut Oil Ore Soil 	 tag7 tag6 tag2
0x1257	EURJPY 	126.39	127.12	 Sell	773000	773000	2021-02-02 01:35:03.974	Done	Bercut Oil Ore Soil 	 tag7 tag6 tag2
0x323	EURPLN 	4.5	4.487	Buy	133000	0	2021-02-02 00:02:08.965	New	 Oil diamond diamond Ore	 tag7 tag6 tag5 tag5
0x323	EURPLN 	4.5	4.487	Buy	133000	0	2021-02-02 00:03:27.702	In_process	 Oil diamond diamond Ore	 tag7 tag6 tag5 tag5
0x323	EURPLN 	4.5	4.487	Buy	133000	133000	2021-02-02 00:04:56.145	Fill	 Oil diamond diamond Ore	 tag7 tag6 tag5 tag5
0x323	EURPLN 	4.5	4.487	Buy	133000	133000	2021-02-02 00:06:36.524	Done	 Oil diamond diamond Ore	 tag7 tag6 tag5 tag5
0x547	GBPUSD 	1.37	1.337	Buy	223000	0	2021-02-02 00:05:28.309	New	 Ore Soil  Goodbye Oil	 tag7 tag7 tag5
0x547	GBPUSD 	1.37	1.337	Buy	223000	0	2021-02-02 00:09:58.595	In_process	 Ore Soil  Goodbye Oil	 tag7 tag7 tag5
0x547	GBPUSD 	1.37	1.337	Buy	223000	0	2021-02-02 00:15:56.797	 Cansel	 Ore Soil  Goodbye Oil	 tag7 tag7 tag5
0x547	GBPUSD 	1.37	1.337	Buy	223000	0	2021-02-02 00:23:51.643	Done	 Ore Soil  Goodbye Oil	 tag7 tag7 tag5
0x129c	AUDUSD 	0.76	0.851	 Sell	784000	0	2021-02-02 00:15:02.431	New	 Goodbye diamond silver Goodbye	 tag1 tag3 tag3 tag8
0x129c	AUDUSD 	0.76	0.851	 Sell	784000	0	2021-02-02 00:36:04.669	In_process	 Goodbye diamond silver Goodbye	 tag1 tag3 tag3 tag8
0x129c	AUDUSD 	0.76	0.851	 Sell	784000	615000	2021-02-02 01:16:04.661	 PartialFill	 Goodbye diamond silver Goodbye	 tag1 tag3 tag3 tag8
0x129c	AUDUSD 	0.76	0.851	 Sell	784000	615000	2021-02-02 02:32:09.138	Done	 Goodbye diamond silver Goodbye	 tag1 tag3 tag3 tag8
0x7fa	USDCAD 	0.78	0.877	 Sell	336000	0	2021-02-02 00:16:03.605	New	 Goodbye diamond Soil  Oil	 tag2 tag7 tag4 tag4
0x7fa	USDCAD 	0.78	0.877	 Sell	336000	0	2021-02-02 00:39:28.612	In_process	 Goodbye diamond Soil  Oil	 tag2 tag7 tag4 tag4
0x7fa	USDCAD 	0.78	0.877	 Sell	336000	336000	2021-02-02 01:25:25.136	Fill	 Goodbye diamond Soil  Oil	 tag2 tag7 tag4 tag4
0x7fa	USDCAD 	0.78	0.877	 Sell	336000	336000	2021-02-02 02:55:35.532	Done	 Goodbye diamond Soil  Oil	 tag2 tag7 tag4 tag4
0x13f6	EURPLN 	4.5	4.482	Buy	841000	0	2021-02-02 00:02:55.867	New	 Oil diamond silver Soil 	 tag4 tag6 tag6
0x13f6	EURPLN 	4.5	4.482	Buy	841000	0	2021-02-02 00:04:51.254	In_process	 Oil diamond silver Soil 	 tag4 tag6 tag6
0x13f6	EURPLN 	4.5	4.482	Buy	841000	841000	2021-02-02 00:07:07.085	Fill	 Oil diamond silver Soil 	 tag4 tag6 tag6
0x13f6	EURPLN 	4.5	4.482	Buy	841000	841000	2021-02-02 00:09:47.447	Done	 Oil diamond silver Soil 	 tag4 tag6 tag6
0x8dc	USDPLN 	3.7	3.691	Buy	373000	0	2021-02-02 00:01:29.343	New	 Butter Oil Oil diamond	 tag8 tag9 tag4 tag4
0x8dc	USDPLN 	3.7	3.691	Buy	373000	0	2021-02-02 00:02:20.843	In_process	 Butter Oil Oil diamond	 tag8 tag9 tag4 tag4
0x8dc	USDPLN 	3.7	3.691	Buy	373000	373000	2021-02-02 00:03:15.272	Fill	 Butter Oil Oil diamond	 tag8 tag9 tag4 tag4
0x8dc	USDPLN 	3.7	3.691	Buy	373000	373000	2021-02-02 00:04:15.014	Done	 Butter Oil Oil diamond	 tag8 tag9 tag4 tag4
0x129e	USDJPY 	105.02	105.54	 Sell	784000	0	2021-02-02 00:08:37.450	New	 Soil  Oil Oil Ore	 tag6 tag9 tag2 tag4
0x129e	USDJPY 	105.02	105.54	 Sell	784000	0	2021-02-02 00:17:20.787	In_process	 Soil  Oil Oil Ore	 tag6 tag9 tag2 tag4
0x129e	USDJPY 	105.02	105.54	 Sell	784000	0	2021-02-02 00:30:33.731	 Cansel	 Soil  Oil Oil Ore	 tag6 tag9 tag2 tag4
0x129e	USDJPY 	105.02	105.54	 Sell	784000	0	2021-02-02 00:50:35.121	Done	 Soil  Oil Oil Ore	 tag6 tag9 tag2 tag4
0x8ce	GBRJPY 	143.61	144.4	 Sell	371000	0	2021-02-02 00:13:08.096	New	Bercut Oil OreWheat 	 tag7 tag9 tag8 tag1
0x8ce	GBRJPY 	143.61	144.4	 Sell	371000	0	2021-02-02 00:30:00.587	In_process	Bercut Oil OreWheat 	 tag7 tag9 tag8 tag1
0x8ce	GBRJPY 	143.61	144.4	 Sell	371000	0	2021-02-02 01:00:09.729	 Cansel	Bercut Oil OreWheat 	 tag7 tag9 tag8 tag1
0x8ce	GBRJPY 	143.61	144.4	 Sell	371000	0	2021-02-02 01:54:02.653	Done	Bercut Oil OreWheat 	 tag7 tag9 tag8 tag1
0xcd2	USDCHF 	0.9	0.856	Buy	540000	0	2021-02-02 00:07:13.612	New	 silver Butter Oil diamond	 tag2 tag4 tag5
0xcd2	USDCHF 	0.9	0.856	Buy	540000	0	2021-02-02 00:13:55.570	In_process	 silver Butter Oil diamond	 tag2 tag4 tag5
0xcd2	USDCHF 	0.9	0.856	Buy	540000	0	2021-02-02 00:23:31.892	 Cansel	 silver Butter Oil diamond	 tag2 tag4 tag5
0xcd2	USDCHF 	0.9	0.856	Buy	540000	0	2021-02-02 00:37:16.508	Done	 silver Butter Oil diamond	 tag2 tag4 tag5
0xb54	EURPLN 	4.5	4.484	Buy	477000	0	2021-02-02 00:02:33.924	New	 Oil diamond Ore silver	 tag2 tag3 tag3
0xb54	EURPLN 	4.5	4.484	Buy	477000	0	2021-02-02 00:04:11.261	In_process	 Oil diamond Ore silver	 tag2 tag3 tag3
0xb54	EURPLN 	4.5	4.484	Buy	477000	477000	2021-02-02 00:06:04.076	Fill	 Oil diamond Ore silver	 tag2 tag3 tag3
0xb54	EURPLN 	4.5	4.484	Buy	477000	477000	2021-02-02 00:08:14.915	Done	 Oil diamond Ore silver	 tag2 tag3 tag3
0x1345	GBPUSD 	1.37	1.335	 Sell	812000	0	2021-02-02 00:05:44.254	New	 OreWheat  Oil Oil	 tag3 tag1 tag7 tag6
0x1345	GBPUSD 	1.37	1.335	 Sell	812000	0	2021-02-02 00:10:32.286	In_process	 OreWheat  Oil Oil	 tag3 tag1 tag7 tag6
0x1345	GBPUSD 	1.37	1.335	 Sell	812000	812000	2021-02-02 00:16:58.022	Fill	 OreWheat  Oil Oil	 tag3 tag1 tag7 tag6
0x1345	GBPUSD 	1.37	1.335	 Sell	812000	812000	2021-02-02 00:25:37.943	Done	 OreWheat  Oil Oil	 tag3 tag1 tag7 tag6
0x6c3	EURCHF 	1.08	1.136	 Sell	285000	0	2021-02-02 00:09:20.043	New	 Soil  Oil diamond Ore	 tag9 tag1 tag6
0x6c3	EURCHF 	1.08	1.136	 Sell	285000	0	2021-02-02 00:19:11.013	In_process	 Soil  Oil diamond Ore	 tag9 tag1 tag6
0x6c3	EURCHF 	1.08	1.136	 Sell	285000	0	2021-02-02 00:34:32.936	 Cansel	 Soil  Oil diamond Ore	 tag9 tag1 tag6
0x6c3	EURCHF 	1.08	1.136	 Sell	285000	0	2021-02-02 00:58:27.182	Done	 Soil  Oil diamond Ore	 tag9 tag1 tag6
0x9d7	EURJPY 	126.39	127.08	Buy	415000	0	2021-02-02 00:11:27.022	New	Wheat  Oil diamond Soil 	 tag6 tag8 tag7 tag5
0x9d7	EURJPY 	126.39	127.08	Buy	415000	0	2021-02-02 00:24:59.136	In_process	Wheat  Oil diamond Soil 	 tag6 tag8 tag7 tag5
0x9d7	EURJPY 	126.39	127.08	Buy	415000	0	2021-02-02 00:47:48.786	 Cansel	Wheat  Oil diamond Soil 	 tag6 tag8 tag7 tag5
0x9d7	EURJPY 	126.39	127.08	Buy	415000	0	2021-02-02 01:26:16.252	Done	Wheat  Oil diamond Soil 	 tag6 tag8 tag7 tag5
0x3e5	USDCAD 	0.78	0.874	 Sell	164000	0	2021-02-02 00:15:34.136	New	 Goodbye diamond silver Goodbye	 tag3 tag5 tag4
0x3e5	USDCAD 	0.78	0.874	 Sell	164000	0	2021-02-02 00:37:51.096	In_process	 Goodbye diamond silver Goodbye	 tag3 tag5 tag4
0x3e5	USDCAD 	0.78	0.874	 Sell	164000	164000	2021-02-02 01:20:56.297	Fill	 Goodbye diamond silver Goodbye	 tag3 tag5 tag4
0x3e5	USDCAD 	0.78	0.874	 Sell	164000	164000	2021-02-02 02:44:15.203	Done	 Goodbye diamond silver Goodbye	 tag3 tag5 tag4
0xe6a	USDCAD 	0.78	0.878	Buy	607000	0	2021-02-02 00:16:12.509	New	 Goodbye diamond Soil  Oil	 tag1 tag9 tag4 tag4
0xe6a	USDCAD 	0.78	0.878	Buy	607000	0	2021-02-02 00:40:00.671	In_process	 Goodbye diamond Soil  Oil	 tag1 tag9 tag4 tag4
0xe6a	USDCAD 	0.78	0.878	Buy	607000	369000	2021-02-02 01:26:55.439	 PartialFill	 Goodbye diamond Soil  Oil	 tag1 tag9 tag4 tag4
0xe6a	USDCAD 	0.78	0.878	Buy	607000	369000	2021-02-02 02:59:25.416	Done	 Goodbye diamond Soil  Oil	 tag1 tag9 tag4 tag4
0xe27	EURUSD 	1.2	1.181	 Sell	596000	0	2021-02-02 00:03:06.878	New	 Oil Ore silverWheat 	 tag5 tag1 tag7
0xe27	EURUSD 	1.2	1.181	 Sell	596000	0	2021-02-02 00:05:12.720	In_process	 Oil Ore silverWheat 	 tag5 tag1 tag7
