Serial number of record,ID,Instrument,Prize,Px_fill,Side,Volume init,Volume fill,Date,Status,Note,Tag
3473,0x15d4,USDJPY ,105.02,105.53, Sell,919000,0,2021-02-02 00:08:25.480,New, Soil  Oil Oil diamond, tag4 tag9 tag9 tag2
3934,0x6f7,GBPUSD ,1.37,1.341, Sell,294000,0,2021-02-02 00:08:25.607,In_process, diamond Soil Bercut Oil, tag3 tag4 tag7
4729,0x1644,USDJPY ,105.02,105.53,Buy,938000,0,2021-02-02 00:08:25.643,New, Soil  Oil Oil diamond, tag4 tag9 tag8 tag9
5174,0x666,GBPUSD ,1.37,1.341,Buy,270000,0,2021-02-02 00:08:25.926,In_process, diamond Soil Bercut Oil, tag3 tag4 tag8 tag2
6513,0xa6c,USDJPY ,105.02,105.53, Sell,439000,0,2021-02-02 00:08:26.320,New, Soil  Oil Oil diamond, tag5 tag1 tag3 tag9
2537,0xb5a,USDJPY ,105.02,105.53, Sell,478000,0,2021-02-02 00:08:27.517,New, Soil  Oil Oil diamond, tag6 tag4 tag8 tag9
2333,0xf8f,USDJPY ,105.02,105.53, Sell,655000,0,2021-02-02 00:08:28.067,New, Soil  Oil Oil diamond, tag7 tag7 tag5 tag3
5598,0x39e,GBPUSD ,1.37,1.341, Sell,153000,0,2021-02-02 00:08:28.996,In_process, diamond Soil Bercut Oil, tag5 tag7 tag3
2989,0x16bc,USDJPY ,105.02,105.53,Buy,958000,0,2021-02-02 00:08:29.404,New, Soil  Oil Oil diamond, tag8 tag9 tag2
6613,0x650,USDJPY ,105.02,105.53,Buy,266000,0,2021-02-02 00:08:29.546,New, Soil  Oil Oil diamond, tag8 tag9 tag9
5183,0x3b5,EURUSD ,1.2,1.179, Sell,157000,157000,2021-02-02 00:08:30.212,Fill, diamond Ore Soil Bercut, tag1 tag1 tag9 tag1
6180,0x1636,EURPLN ,4.5,4.484, Sell,936000,936000,2021-02-02 00:08:30.396,Done, Oil diamond Ore Soil , tag6 tag7 tag4 tag9
7110,0xec,EURUSD ,1.2,1.179,Buy,39000,2000,2021-02-02 00:08:30.414, PartialFill, diamond Ore Soil Bercut, tag1 tag1 tag9 tag1
6651,0x40d,EURUSD ,1.2,1.179, Sell,171000,30000,2021-02-02 00:08:30.627, PartialFill, diamond Ore Soil Bercut, tag1 tag1 tag9 tag1
6427,0x11ff,EURUSD ,1.2,1.179, Sell,758000,0,2021-02-02 00:08:30.764, Cansel, diamond Ore Soil Bercut, tag1 tag1 tag9 tag1
7048,0x754,USDJPY ,105.02,105.53, Sell,309000,0,2021-02-02 00:08:31.211,New, Soil  Oil Oil diamond, tag4 tag1
5889,0x11da,USDJPY ,105.02,105.54,Buy,752000,0,2021-02-02 00:08:31.323,New, Soil  Oil Oil diamond, tag4 tag2
4165,0x15ba,USDJPY ,105.02,105.53, Sell,915000,0,2021-02-02 00:08:31.675,New, Soil  Oil Oil diamond, tag4 tag1
6352,0xb31,EURPLN ,4.5,4.484, Sell,472000,472000,2021-02-02 00:08:32.646,Done, Oil diamond Ore Soil , tag6 tag8 tag5 tag1
5942,0x207,GBPUSD ,1.37,1.341,Buy,86000,0,2021-02-02 00:08:33.012,In_process, diamond Soil  Butter Oil, tag7 tag2 tag1 tag3
934,0x63d,GBPUSD ,1.37,1.341,Buy,263000,0,2021-02-02 00:08:33.043,In_process, diamond Soil  Butter Oil, tag7 tag2 tag2 tag5
3858,0x5d8,GBPUSD ,1.37,1.341, Sell,247000,0,2021-02-02 00:08:33.053,In_process, diamond Soil  Butter Oil, tag7 tag2 tag1 tag3
1240,0x2ec,GBPUSD ,1.37,1.341,Buy,124000,0,2021-02-02 00:08:33.105,In_process, diamond Soil  Butter Oil, tag7 tag2 tag1 tag3
2221,0x1008,USDJPY ,105.02,105.54, Sell,675000,0,2021-02-02 00:08:33.167,New, Soil  Oil Oil diamond, tag2 tag9 tag1 tag4
6977,0x90a,GBPUSD ,1.37,1.341, Sell,381000,0,2021-02-02 00:08:33.168,In_process, diamond Soil  Butter Oil, tag7 tag2 tag2 tag5
3174,0xb93,GBPUSD ,1.37,1.341, Sell,488000,0,2021-02-02 00:08:33.330,In_process, diamond Soil  Butter Oil, tag7 tag2 tag2 tag5
3245,0x8f9,USDJPY ,105.02,105.54, Sell,378000,0,2021-02-02 00:08:33.675,New, Soil  Oil Oil diamond, tag2 tag9 tag1 tag3
1624,0x3c2,GBPUSD ,1.37,1.341, Sell,159000,0,2021-02-02 00:08:33.718,In_process, diamond Soil  Butter Oil, tag7 tag2 tag2 tag5
413,0xaff,EURUSD ,1.2,1.179,Buy,463000,0,2021-02-02 00:08:33.971, Cansel, diamond Ore Soil Bercut, tag2 tag3 tag2 tag5
5077,0x19b,USDJPY ,105.02,105.54,Buy,68000,0,2021-02-02 00:08:34.156,New, Soil  Oil Oil Ore, tag3 tag1 tag5 tag1
3555,0x1179,EURUSD ,1.2,1.179,Buy,736000,542000,2021-02-02 00:08:34.503, PartialFill, diamond Ore Soil Bercut, tag2 tag3 tag3 tag7
2321,0x1328,USDJPY ,105.02,105.54,Buy,807000,0,2021-02-02 00:08:34.962,New, Soil  Oil Oil Ore, tag3 tag2 tag8 tag7
2529,0xbd1,USDJPY ,105.02,105.54,Buy,498000,0,2021-02-02 00:08:35.040,New, Soil  Oil Oil Ore, tag4 tag5 tag4 tag8
3377,0x4bb,USDJPY ,105.02,105.54,Buy,200000,0,2021-02-02 00:08:37.043,New, Soil  Oil Oil Ore, tag6 tag4 tag8
4274,0x9ea,GBPUSD ,1.37,1.341,Buy,418000,0,2021-02-02 00:08:37.108,In_process, diamond Soil  Butter Oil, tag9 tag6 tag9 tag6
6841,0xa45,USDJPY ,105.02,105.54, Sell,433000,0,2021-02-02 00:08:37.124,New, Soil  Oil Oil Ore, tag6 tag9 tag2 tag4
4706,0xa20,GBPUSD ,1.37,1.341, Sell,427000,0,2021-02-02 00:08:37.229,In_process, diamond Soil  Butter Oil, tag9 tag6 tag9 tag7
5238,0x8b7,GBPUSD ,1.37,1.341, Sell,367000,0,2021-02-02 00:08:37.328,In_process, diamond Soil  Butter Oil, tag9 tag6 tag9 tag6
5470,0x4e7,GBPUSD ,1.37,1.341,Buy,207000,0,2021-02-02 00:08:37.443,In_process, diamond Soil  Butter Oil, tag9 tag6 tag9 tag6
2117,0x129e,USDJPY ,105.02,105.54, Sell,784000,0,2021-02-02 00:08:37.450,New, Soil  Oil Oil Ore, tag6 tag9 tag2 tag4
1570,0xe45,GBPUSD ,1.37,1.341,Buy,601000,0,2021-02-02 00:08:37.504,In_process, diamond Soil  Butter Oil, tag9 tag6 tag8 tag4
1201,0x1364,GBPUSD ,1.37,1.341, Sell,817000,0,2021-02-02 00:08:37.607,In_process, diamond Soil  Butter Oil, tag9 tag6 tag9 tag7
6778,0x11b3,USDJPY ,105.02,105.54, Sell,746000,0,2021-02-02 00:08:38.235,New, Soil  Oil Oil Ore, tag7 tag2 tag8 tag6
2728,0xd1d,EURPLN ,4.5,4.484,Buy,553000,0,2021-02-02 00:08:39.102,Done, Oil diamond Ore Soil , tag8 tag1 tag8
1788,0xef0,EURPLN ,4.5,4.484,Buy,629000,396000,2021-02-02 00:08:39.267,Done, Oil diamond Ore Soil , tag8 tag1 tag8
6244,0x8c4,EURPLN ,4.5,4.484,Buy,370000,370000,2021-02-02 00:08:39.361,Done, Oil diamond Ore Soil , tag8 tag1 tag8
2964,0xd9c,EURPLN ,4.5,4.484, Sell,573000,573000,2021-02-02 00:08:39.364,Done, Oil diamond Ore Soil , tag8 tag1 tag8
5590,0xea1,GBPUSD ,1.37,1.341, Sell,616000,0,2021-02-02 00:08:39.542,In_process, diamond Soil  Butter Oil, tag8 tag2 tag2
3694,0x5f8,GBPUSD ,1.37,1.341, Sell,252000,0,2021-02-02 00:08:39.658,In_process, diamond Soil  Butter Oil, tag8 tag2 tag1
2587,0x1646,EURUSD ,1.2,1.179, Sell,938000,938000,2021-02-02 00:08:40.124,Fill, diamond Ore Soil Bercut, tag4 tag7 tag9 tag6
3343,0xdf1,EURUSD ,1.2,1.179, Sell,587000,345000,2021-02-02 00:08:40.367, PartialFill, diamond Ore Soil Bercut, tag4 tag7 tag9 tag6
6262,0x140e,GBPUSD ,1.37,1.37, Sell,845000,0,2021-02-02 00:08:41.124,In_process, diamond Soil  Butter Oil, tag1 tag5 tag6
6629,0x14d3,GBPUSD ,1.37,1.37,Buy,877000,0,2021-02-02 00:08:41.890,In_process, diamond Soil  Butter Oil, tag1 tag6 tag8
5915,0x1129,EURUSD ,1.2,1.179, Sell,723000,723000,2021-02-02 00:08:42.131,Fill, diamond Ore Soil Bercut, tag5 tag8 tag1 tag9
6789,0x604,EURUSD ,1.2,1.179, Sell,254000,254000,2021-02-02 00:08:42.313,Fill, diamond Ore Soil Bercut, tag5 tag8 tag1 tag9
3193,0x963,USDJPY ,105.02,105.55, Sell,396000,0,2021-02-02 00:08:42.814,New, Soil  Oil Oil Ore, tag1 tag2 tag9
94,0x1619,GBPUSD ,1.37,1.37, Sell,931000,0,2021-02-02 00:08:43.524,In_process, diamond Soil  Butter Oil, tag2 tag2 tag9 tag3
5555,0x139f,EURUSD ,1.2,1.179, Sell,827000,683000,2021-02-02 00:08:43.543, PartialFill, diamond Ore Soil Bercut, tag5 tag9 tag2 tag1
394,0x340,GBPUSD ,1.37,1.37,Buy,137000,0,2021-02-02 00:08:44.270,In_process, diamond Soil  Butter Oil, tag2 tag3 tag1 tag6
5297,0x146,USDJPY ,105.02,105.55,Buy,54000,0,2021-02-02 00:08:44.478,New, Soil  Oil Oil Ore, tag3 tag7 tag8
5006,0x1623,GBPUSD ,1.37,1.37, Sell,932000,0,2021-02-02 00:08:44.969,In_process, diamond Soil  Butter Oil, tag2 tag3 tag1 tag6
2235,0x102,EURUSD ,1.2,1.179,Buy,43000,43000,2021-02-02 00:08:45.126,Fill, diamond Ore Soil Bercut, tag6 tag4 tag3
392,0xaf4,EURUSD ,1.2,1.179,Buy,462000,462000,2021-02-02 00:08:45.188,Fill, diamond Ore Soil Bercut, tag6 tag4 tag4
3014,0x558,GBPUSD ,1.37,1.37, Sell,225000,0,2021-02-02 00:08:45.234,In_process, diamond Soil  Butter Oil, tag3 tag4 tag3 tag9
6175,0x1331,EURUSD ,1.2,1.179, Sell,808000,653000,2021-02-02 00:08:45.464, PartialFill, diamond Ore Soil Bercut, tag6 tag4 tag4
5882,0x897,GBPUSD ,1.37,1.37, Sell,362000,0,2021-02-02 00:08:45.708,In_process, diamond Soil  Butter Oil, tag3 tag4 tag3 tag9
3226,0x143e,GBPUSD ,1.37,1.37,Buy,853000,0,2021-02-02 00:08:45.712,In_process, diamond Soil  Butter Oil, tag3 tag4 tag3 tag9
6691,0x162f,USDJPY ,105.02,105.55, Sell,934000,0,2021-02-02 00:08:45.714,New, Soil  Oil Oil Ore, tag4 tag9 tag4 tag6
4079,0xf79,EURUSD ,1.2,1.179,Buy,652000,0,2021-02-02 00:08:45.750, Cansel, diamond Ore Soil Bercut, tag6 tag4 tag4
652,0xc9e,GBPUSD ,1.37,1.37,Buy,532000,0,2021-02-02 00:08:45.928,In_process, diamond Soil  Butter Oil, tag3 tag4 tag3 tag9
2795,0x436,EURUSD ,1.2,1.179,Buy,178000,178000,2021-02-02 00:08:46.305,Fill, diamond Ore Soil Bercut, tag6 tag1 tag5 tag5
3918,0x8f3,GBPUSD ,1.37,1.37, Sell,377000,0,2021-02-02 00:08:46.346,In_process, diamond Soil  Butter Oil, tag3 tag5 tag5 tag3
6930,0x6f5,EURUSD ,1.2,1.179,Buy,293000,86000,2021-02-02 00:08:46.602, PartialFill, diamond Ore Soil Bercut, tag6 tag1 tag5 tag5
1290,0xf7e,EURPLN ,4.5,4.484,Buy,653000,426000,2021-02-02 00:08:46.711,Done, Oil diamond Ore Soil , tag4 tag5 tag5
2865,0xecb,USDJPY ,105.02,105.55,Buy,623000,0,2021-02-02 00:08:47.423,New, Soil  Oil Oil Ore, tag6 tag5 tag8 tag4
425,0xbc4,EURUSD ,1.2,1.179,Buy,496000,496000,2021-02-02 00:08:48.008,Fill, diamond Ore Soil Bercut, tag7 tag2 tag7 tag8
447,0x1502,EURPLN ,4.5,4.484,Buy,885000,0,2021-02-02 00:08:48.306,Done, Oil diamond Ore Soil , tag5 tag6 tag7
2808,0xf34,EURPLN ,4.5,4.484,Buy,641000,411000,2021-02-02 00:08:48.632,Done, Oil diamond Ore Soil , tag5 tag6 tag7
1259,0x1186,EURUSD ,1.2,1.179,Buy,738000,0,2021-02-02 00:08:48.977, Cansel, diamond Ore Soil Bercut, tag7 tag2 tag7 tag8
2076,0x110b,EURPLN ,4.5,4.484, Sell,718000,0,2021-02-02 00:08:49.282,Done, Oil diamond Ore Soil , tag5 tag7 tag8
949,0x4a3,GBPUSD ,1.37,1.37, Sell,196000,0,2021-02-02 00:08:49.521,In_process, diamond Soil  Butter Oil, tag5 tag8 tag1
3214,0xbe3,GBPUSD ,1.37,1.37, Sell,501000,0,2021-02-02 00:08:50.928,In_process, diamond Soil  Butter Oil, tag5 tag9 tag2 tag4
5905,0x2cd,USDJPY ,105.02,105.55,Buy,118000,0,2021-02-02 00:08:51.460,New, Soil  Oil Oil Ore, tag4 tag7 tag1
5588,0x1358,EURPLN ,4.5,4.483,Buy,815000,815000,2021-02-02 00:08:51.657,Done, Oil diamond Ore Soil , tag1 tag6 tag8
6310,0x9b5,GBPUSD ,1.37,1.37, Sell,409000,0,2021-02-02 00:08:51.928,In_process, diamond Soil  Butter Oil, tag6 tag3 tag6
3311,0x13ab,EURUSD ,1.2,1.179, Sell,828000,828000,2021-02-02 00:08:52.132,Fill, diamond Ore Soil Bercut, tag8 tag4 tag1 tag5
6333,0x3be,USDJPY ,105.02,105.56,Buy,158000,0,2021-02-02 00:08:52.291,New, Soil  Oil Oil Ore, tag1 tag7 tag3 tag2
2563,0x536,EURUSD ,1.2,1.179, Sell,220000,49000,2021-02-02 00:08:52.454, PartialFill, diamond Ore Soil Bercut, tag8 tag4 tag1 tag5
5985,0xbec,USDJPY ,105.02,105.56, Sell,502000,0,2021-02-02 00:08:52.593,New, Soil  Oil Oil Ore, tag1 tag8 tag5 tag7
5503,0x716,EURUSD ,1.2,1.179,Buy,299000,0,2021-02-02 00:08:52.856, Cansel, diamond Ore Soil Bercut, tag8 tag4 tag1 tag4
7015,0x369,USDJPY ,105.02,105.56, Sell,144000,0,2021-02-02 00:08:53.536,New, Soil  Oil Oil Ore, tag2 tag7
2069,0xadc,USDJPY ,105.02,105.56, Sell,458000,0,2021-02-02 00:08:54.552,New, Soil  Oil Oil Ore, tag3 tag2 tag4 tag4
2214,0x413,GBPUSD ,1.37,1.37, Sell,172000,0,2021-02-02 00:08:54.732,In_process, diamond Soil  Butter Oil, tag7 tag3 tag9 tag6
7180,0x779,USDJPY ,105.02,105.56, Sell,315000,0,2021-02-02 00:08:54.815,New, Soil  Oil Oil Ore, tag3 tag2 tag4 tag5
1065,0x37b,EURPLN ,4.5,4.483,Buy,147000,0,2021-02-02 00:08:54.871,Done, Oil diamond Ore Soil , tag1 tag7 tag3
1805,0xd8b,USDJPY ,105.02,105.56, Sell,571000,0,2021-02-02 00:08:55.508,New, Soil  Oil Oil Ore, tag4 tag5 tag1 tag9
239,0xd0d,EURUSD ,1.2,1.179, Sell,550000,0,2021-02-02 00:08:55.957, Cansel, diamond Ore Soil Bercut, tag9 tag6 tag4 tag9
6731,0x26,GBPUSD ,1.37,1.37, Sell,7000,0,2021-02-02 00:08:56.715,In_process, diamond Soil  Butter Oil, tag8 tag5 tag3 tag3
5013,0x1750,USDJPY ,105.02,105.56, Sell,982000,0,2021-02-02 00:08:57.833,New, Soil  Oil Oil Ore, tag6 tag1 tag7
4961,0x2de,USDJPY ,105.02,105.56,Buy,121000,0,2021-02-02 00:08:58.098,New, Soil  Oil Oil Ore, tag7 tag3 tag8 tag2
1818,0x158c,GBPUSD ,1.37,1.37,Buy,908000,0,2021-02-02 00:08:58.249,In_process, diamond Soil  Butter Oil, tag9 tag7 tag6 tag8
371,0x3d2,EURUSD ,1.2,1.179,Buy,161000,26000,2021-02-02 00:08:58.345, PartialFill, diamond Ore Soil Bercut, tag8 tag7 tag4
1094,0x8c6,EURUSD ,1.2,1.179, Sell,370000,0,2021-02-02 00:08:58.928, Cansel, diamond Ore Soil Bercut, tag8 tag7 tag4
4005,0x1ba,USDJPY ,105.02,105.56,Buy,73000,0,2021-02-02 00:08:59.860,New, Soil  Oil Oil Ore, tag8 tag6 tag4 tag4
5269,0xaaa,USDJPY ,105.02,105.56,Buy,449000,0,2021-02-02 00:09:00.596,New, Soil  Oil Oil Ore, tag9 tag8 tag9 tag4
1657,0x249,GBPUSD ,1.37,1.339,Buy,97000,0,2021-02-02 00:09:00.929,In_process, Ore Soil  Butter Oil, tag9 tag4
6874,0x1637,USDJPY ,105.02,105.56,Buy,936000,0,2021-02-02 00:09:01.010,New, Soil  Oil Oil Ore, tag1 tag4 tag3
6341,0xb03,USDJPY ,105.02,105.56, Sell,464000,0,2021-02-02 00:09:01.218,New, Soil  Oil Oil Ore, tag2
6726,0x13c6,EURUSD ,1.2,1.178,Buy,833000,694000,2021-02-02 00:09:01.539, PartialFill, diamond Ore Soil Bercut, tag1 tag8
6083,0xd60,EURUSD ,1.2,1.178, Sell,564000,0,2021-02-02 00:09:01.787, Cansel, diamond Ore Soil Bercut, tag1 tag8
415,0x7ce,GBPUSD ,1.37,1.339,Buy,329000,0,2021-02-02 00:09:02.072,In_process, Ore Soil  Butter Oil, tag1 tag1 tag3 tag9
1120,0x44f,GBPUSD ,1.37,1.339,Buy,182000,0,2021-02-02 00:09:02.278,In_process, Ore Soil  Butter Oil, tag1 tag1 tag3 tag9
4021,0x900,USDJPY ,105.02,105.57, Sell,379000,0,2021-02-02 00:09:02.965,New, Soil  Oil Oil Ore, tag1 tag4 tag1 tag8
3313,0x189,USDJPY ,105.02,105.57,Buy,65000,0,2021-02-02 00:09:03.149,New, Soil  Oil Oil Ore, tag2 tag5 tag3 tag2
6992,0x13be,GBPUSD ,1.37,1.339, Sell,832000,0,2021-02-02 00:09:04.103,In_process, Ore Soil  Butter Oil, tag2 tag3 tag7 tag6
5797,0x9de,USDJPY ,105.02,105.57,Buy,416000,0,2021-02-02 00:09:04.318,New, Soil  Oil Oil Ore, tag3 tag8 tag5
2217,0x9bb,USDJPY ,105.02,105.57, Sell,410000,0,2021-02-02 00:09:04.322,New, Soil  Oil Oil Ore, tag3 tag9 tag2
5750,0x5a,GBPUSD ,1.37,1.339, Sell,15000,0,2021-02-02 00:09:04.630,In_process, Ore Soil  Butter Oil, tag2 tag3 tag7 tag6
4657,0x7fe,USDJPY ,105.02,105.57, Sell,337000,0,2021-02-02 00:09:04.752,New, Soil  Oil Oil Ore, tag3 tag9 tag2 tag9
1190,0xaf2,EURUSD ,1.2,1.178,Buy,461000,461000,2021-02-02 00:09:05.314,Fill, diamond Ore Soil Bercut, tag2 tag2 tag4 tag5
444,0xd5c,EURPLN ,4.5,4.483, Sell,563000,563000,2021-02-02 00:09:05.798,Done, Oil diamond Ore Soil , tag4 tag2 tag8 tag4
6181,0xa0e,USDJPY ,105.02,105.57, Sell,424000,0,2021-02-02 00:09:06.275,New, Soil  Oil Oil Ore, tag5 tag4 tag3 tag1
2836,0x14d,EURPLN ,4.5,4.483, Sell,55000,3000,2021-02-02 00:09:06.383,Done, Oil diamond Ore Soil , tag4 tag2 tag8 tag5
4773,0x1651,USDJPY ,105.02,105.57,Buy,940000,0,2021-02-02 00:09:06.412,New, Soil  Oil Oil Ore, tag5 tag3 tag1 tag7
5898,0xb0,GBPUSD ,1.37,1.339,Buy,29000,0,2021-02-02 00:09:06.568,In_process, Ore Soil  Butter Oil, tag3 tag5
5410,0xfdc,GBPUSD ,1.37,1.339, Sell,668000,0,2021-02-02 00:09:06.745,In_process, Ore Soil  Butter Oil, tag3 tag5
120,0x16a4,EURPLN ,4.5,4.483, Sell,954000,954000,2021-02-02 00:09:06.749,Done, Oil diamond Ore Soil , tag4 tag2 tag8 tag5
1557,0xd3c,EURPLN ,4.5,4.483,Buy,558000,558000,2021-02-02 00:09:06.767,Done, Oil diamond Ore Soil , tag4 tag2 tag8 tag5
61,0xb08,GBPUSD ,1.37,1.339, Sell,465000,0,2021-02-02 00:09:06.872,In_process, Ore Soil  Butter Oil, tag3 tag5 tag1 tag2
3490,0x29e,GBPUSD ,1.37,1.339, Sell,111000,0,2021-02-02 00:09:07.778,In_process, Ore Soil  Butter Oil, tag3 tag6 tag2 tag4
4129,0xb6d,EURCHF ,1.08,1.135,Buy,481000,0,2021-02-02 00:09:08.147,New, Soil  Oil diamond Ore, tag7 tag9 tag4 tag3
152,0xa36,EURUSD ,1.2,1.178,Buy,430000,185000,2021-02-02 00:09:08.419, PartialFill, diamond Ore Soil Bercut, tag3 tag4 tag7 tag9
253,0x2f4,GBPUSD ,1.37,1.339,Buy,125000,0,2021-02-02 00:09:09.035,In_process, Ore Soil  Butter Oil, tag4 tag8 tag6 tag1
3686,0x66,GBPUSD ,1.37,1.339, Sell,17000,0,2021-02-02 00:09:09.170,In_process, Ore Soil  Butter Oil, tag4 tag8 tag6
5322,0x5ae,GBPUSD ,1.37,1.339,Buy,240000,0,2021-02-02 00:09:09.294,In_process, Ore Soil  Butter Oil, tag4 tag8 tag6
154,0x1380,GBPUSD ,1.37,1.339, Sell,821000,0,2021-02-02 00:09:09.467,In_process, Ore Soil  Butter Oil, tag4 tag8 tag6 tag1
5001,0x14c2,EURCHF ,1.08,1.135, Sell,874000,0,2021-02-02 00:09:10.163,New, Soil  Oil diamond Ore, tag9 tag4 tag4 tag2
4749,0x1ea,EURCHF ,1.08,1.135,Buy,81000,0,2021-02-02 00:09:10.551,New, Soil  Oil diamond Ore, tag9 tag3 tag2 tag9
2593,0x1101,EURCHF ,1.08,1.135, Sell,716000,0,2021-02-02 00:09:11.017,New, Soil  Oil diamond Ore, tag6 tag9 tag3
4281,0x11c5,EURCHF ,1.08,1.135, Sell,749000,0,2021-02-02 00:09:11.213,New, Soil  Oil diamond Ore, tag6 tag9 tag2
4814,0x160b,GBPUSD ,1.37,1.339,Buy,928000,0,2021-02-02 00:09:11.565,In_process, Ore Soil  Butter Oil, tag5 tag9 tag5
2928,0x91c,EURPLN ,4.5,4.483,Buy,384000,148000,2021-02-02 00:09:11.818,Done, Oil diamond silver Soil , tag6 tag5 tag2
1839,0x6,EURUSD ,1.2,1.178, Sell,1000,1000,2021-02-02 00:09:12.214,Fill, diamond Ore Soil Bercut, tag4 tag6 tag1 tag5
7124,0x6a5,GBPUSD ,1.37,1.339,Buy,280000,0,2021-02-02 00:09:12.366,In_process, Ore Soil  Butter Oil, tag6 tag1 tag1 tag9
1339,0x28c,GBPUSD ,1.37,1.339, Sell,108000,0,2021-02-02 00:09:12.611,In_process, Ore Soil  Butter Oil, tag6 tag1 tag1 tag9
6005,0x188,EURCHF ,1.08,1.136, Sell,65000,0,2021-02-02 00:09:12.725,New, Soil  Oil diamond Ore, tag1 tag9 tag6 tag7
6717,0x10b1,EURUSD ,1.2,1.178, Sell,703000,0,2021-02-02 00:09:12.738, Cansel, diamond Ore Soil Bercut, tag4 tag6 tag1 tag5
6376,0x6fc,EURPLN ,4.5,4.483,Buy,295000,87000,2021-02-02 00:09:13.336,Done, Oil diamond silver Soil , tag6 tag5 tag3 tag2
3469,0x9c9,EURCHF ,1.08,1.136, Sell,412000,0,2021-02-02 00:09:13.398,New, Soil  Oil diamond Ore, tag2 tag1 tag5
3850,0xffa,GBPUSD ,1.37,1.339, Sell,673000,0,2021-02-02 00:09:13.695,In_process, Ore Soil  Butter Oil, tag6 tag2 tag3 tag3
1734,0xff5,EURPLN ,4.5,4.483, Sell,672000,672000,2021-02-02 00:09:14.531,Done, Oil diamond silver Soil , tag6 tag6 tag4 tag3
5070,0xd34,GBPUSD ,1.37,1.339,Buy,556000,0,2021-02-02 00:09:14.603,In_process, Ore Soil  Butter Oil, tag7 tag3 tag5 tag5
2473,0x10f2,EURCHF ,1.08,1.136,Buy,714000,0,2021-02-02 00:09:14.798,New, Soil  Oil diamond Ore, tag3 tag5 tag9 tag3
3385,0x97b,EURCHF ,1.08,1.136,Buy,400000,0,2021-02-02 00:09:15.542,New, Soil  Oil diamond Ore, tag4 tag7 tag3 tag1
1954,0x1480,GBPUSD ,1.37,1.339,Buy,864000,0,2021-02-02 00:09:15.578,In_process, Ore Soil  Butter Oil, tag7 tag4 tag7 tag9
2470,0x1ae,GBPUSD ,1.37,1.339,Buy,71000,0,2021-02-02 00:09:15.589,In_process, Ore Soil  Butter Oil, tag7 tag4 tag6 tag7
2922,0xfef,GBPUSD ,1.37,1.339,Buy,671000,0,2021-02-02 00:09:15.665,In_process, Ore Soil  Butter Oil, tag7 tag4 tag7 tag9
4405,0xc0,EURCHF ,1.08,1.136,Buy,32000,0,2021-02-02 00:09:15.863,New, Soil  Oil diamond Ore, tag4 tag7 tag3
3733,0x1584,EURCHF ,1.08,1.136,Buy,906000,0,2021-02-02 00:09:15.952,New, Soil  Oil diamond Ore, tag4 tag7 tag3 tag2
1141,0x919,GBPUSD ,1.37,1.339,Buy,383000,0,2021-02-02 00:09:15.965,In_process, Ore Soil  Butter Oil, tag7 tag4 tag7 tag9
3001,0x72f,EURCHF ,1.08,1.136, Sell,303000,0,2021-02-02 00:09:16.096,New, Soil  Oil diamond Ore, tag5 tag5
6105,0x1060,EURCHF ,1.08,1.136,Buy,690000,0,2021-02-02 00:09:16.422,New, Soil  Oil diamond Ore, tag5 tag9 tag7 tag9
4977,0x952,EURCHF ,1.08,1.136,Buy,393000,0,2021-02-02 00:09:16.597,New, Soil  Oil diamond Ore, tag5 tag5
543,0x5c7,EURPLN ,4.5,4.483,Buy,244000,244000,2021-02-02 00:09:16.799,Done, Oil diamond silver Soil , tag7 tag7 tag5 tag5
1873,0x8be,EURCHF ,1.08,1.136, Sell,369000,0,2021-02-02 00:09:16.940,New, Soil  Oil diamond Ore, tag5 tag9 tag7 tag9
1728,0x1639,EURPLN ,4.5,4.483, Sell,936000,876000,2021-02-02 00:09:17.296,Done, Oil diamond silver Soil , tag7 tag7 tag6 tag6
5537,0x159b,EURCHF ,1.08,1.136, Sell,910000,0,2021-02-02 00:09:17.340,New, Soil  Oil diamond Ore, tag6 tag2 tag3
2777,0x1523,EURCHF ,1.08,1.136,Buy,890000,0,2021-02-02 00:09:17.398,New, Soil  Oil diamond Ore, tag6 tag2 tag4 tag3
6402,0xe1e,GBPUSD ,1.37,1.339, Sell,595000,0,2021-02-02 00:09:17.644,In_process, Ore Soil  Butter Oil, tag8 tag6 tag4
5418,0x1208,GBPUSD ,1.37,1.339, Sell,760000,0,2021-02-02 00:09:17.787,In_process, Ore Soil  Butter Oil, tag8 tag6 tag1 tag6
7010,0x7cd,GBPUSD ,1.37,1.339,Buy,329000,0,2021-02-02 00:09:17.923,In_process, Ore Soil  Butter Oil, tag8 tag6 tag4
5618,0xdbc,GBPUSD ,1.37,1.339,Buy,579000,0,2021-02-02 00:09:17.978,In_process, Ore Soil  Butter Oil, tag8 tag6 tag4
6001,0x603,EURCHF ,1.08,1.136, Sell,254000,0,2021-02-02 00:09:18.009,New, Soil  Oil diamond Ore, tag7 tag5 tag1 tag7
3317,0x1a0,EURCHF ,1.08,1.136, Sell,69000,0,2021-02-02 00:09:18.138,New, Soil  Oil diamond Ore, tag7 tag5 tag5
3603,0x4d7,EURUSD ,1.2,1.178, Sell,204000,204000,2021-02-02 00:09:18.329,Fill, diamond Ore Soil Bercut, tag6 tag7 tag4
1514,0x669,EURUSD ,1.2,1.178,Buy,270000,73000,2021-02-02 00:09:18.402, PartialFill, diamond Ore Soil Bercut, tag6 tag7 tag4
